,Year,Month,film_strtitle,total_amount,total_tickets
1140,2016,12,MANALL KAYIRU 2,108360.0,958
1141,2016,12,MAVEERAN KITTU,333100.0,2917
1142,2016,12,MEOW,23880.0,210
1143,2016,12,MO,34260.0,302
1144,2016,12,MOANA,1088740.0,9137
1145,2016,12,OFFICE CHRISTMAS PARTY,115650.0,972
1146,2016,12,ORE MUGHAM,13630.0,120
1147,2016,12,PARANTHU SELLA VAA,142770.0,1231
1148,2016,12,PATTATHARI,1080.0,9
1149,2016,12,PAZHAYAVANNARAPETAI,39620.0,354
1150,2016,12,PITTAGODA,12370.0,104
1151,2016,12,ROGUE ONE A STAR WARS STORY,331610.0,2779
1152,2016,12,SAITHAN,1425840.0,12300
1153,2016,12,SAPTAGIRI EXPRESS,63350.0,538
1154,2016,12,SING,101890.0,850
1155,2016,12,UNDERWORLD 5 BLOOD WARS,196830.0,1665
1156,2016,12,VEERASIVAJI,565280.0,4939
1157,2016,12,WAJAH TUM HO,63540.0,557
1158,2017,1,AAYIRATHIL ORUVAN,2350.0,26
1159,2017,1,ACHAMINDRI,316060.0,2731
1160,2017,1,ACHCHAM ENBADHU MADAMAIYADA,92790.0,787
1161,2017,1,ALLIED,232660.0,1981
1162,2017,1,APPATLO OKADUNDEVAADU,32400.0,281
1163,2017,1,ARRIVAL,407130.0,3423
1164,2017,1,ASSASSINS CREED,316140.0,2662
1165,2017,1,ATHEY KANGAL,181860.0,1609
1166,2017,1,BAIRAVAA,1813950.0,16098
1167,2017,1,BALE VELLAYA THEVA,88370.0,763
1168,2017,1,BLIND DATE,7440.0,62
1169,2017,1,CHENNAI 600028 II,249820.0,2135
1170,2017,1,COFFEE WITH D,34470.0,301
1171,2017,1,DANGAL,2096110.0,17705
1172,2017,1,DEAR ZINDAGI,121910.0,1041
1173,2017,1,DHURUVANGAL PATHINAARU,1264800.0,10826
1174,2017,1,DOCTOR STRANGE,125670.0,1050
1175,2017,1,FANTASTIC BEASTS AND WHERE TO FIND THEM,150680.0,1263
1176,2017,1,GAUTAMIPUTRA SATAKARNI,386350.0,3270
1177,2017,1,HACKSAW RIDGE,125730.0,1056
1178,2017,1,HARAAMKHOR,119600.0,1004
1179,2017,1,INTLO DEYYAM NAKEM BHAYAM,12020.0,102
1180,2017,1,JOMONTE SUVISESHANGAL,181550.0,1567
1181,2017,1,KAABIL,823130.0,7095
1182,2017,1,KAHAANI 2,48440.0,411
1183,2017,1,KATHTHI SANDAI,221140.0,1907
1184,2017,1,KHAIDI NO 150,505190.0,4347
1185,2017,1,KIRIK PARTY,46650.0,397
1186,2017,1,KODITTA IDANGALAI NIRAPPUGA,394910.0,3435
1187,2017,1,LA LA LAND,548810.0,4611
1188,2017,1,LIVE BY NIGHT,164070.0,1403
1189,2017,1,MANALL KAYIRU 2,38800.0,338
1190,2017,1,MEOW,43290.0,380
1191,2017,1,MO,127430.0,1127
1192,2017,1,MOANA,119460.0,1001
1193,2017,1,MUNTHIRIVALLIKAL THALLIRKKUMBOL,293580.0,2510
1194,2017,1,OK JAANU,628620.0,5343
1195,2017,1,PASSENGERS,503080.0,4229
1196,2017,1,RAEES,898050.0,7745
1197,2017,1,SAITHAN,37960.0,320
1198,2017,1,SHATAMANAM BHAVATHI,266760.0,2267
1199,2017,1,SING,192780.0,1623
1200,2017,1,THE FOUNDER,207680.0,1749
1201,2017,1,VEERASIVAJI,32830.0,280
1202,2017,1,XXX RETURN OF XANDER CAGE,844970.0,7167
1203,2017,2,ARRIVAL,11280.0,94
1204,2017,2,ATHEY KANGAL,415430.0,3516
1205,2017,2,BAIRAVAA,196570.0,1661
1206,2017,2,BLIND DATE,16810.0,141
1207,2017,2,BOGAN,2174820.0,18681
1208,2017,2,DANGAL,329170.0,2755
1209,2017,2,DHURUVANGAL PATHINAARU,453200.0,3817
1210,2017,2,ENAKKU VAAITHA ADIMAIGAL,166830.0,1481
1211,2017,2,ENNODU VILAIYADU,57330.0,508
1212,2017,2,EZRA,164240.0,1398
1213,2017,2,FUKRI,70200.0,607
1214,2017,2,GAUTAMIPUTRA SATAKARNI,5160.0,43
1215,2017,2,GHAZI,368730.0,3224
1216,2017,2,HEBBULI,26930.0,240
1217,2017,2,HIDDEN FIGURES,148060.0,1243
1218,2017,2,HIND KA NAPAK KO JAWAB MSG LION HEART 2,840.0,7
1219,2017,2,IRADA,50430.0,445
1220,2017,2,JACKIE,44670.0,386
1221,2017,2,JOHN WICK CHAPTER 2,159490.0,1363
1222,2017,2,JOLLY LLB 2,903630.0,7665
1223,2017,2,JOMONTE SUVISESHANGAL,164350.0,1387
1224,2017,2,KAABIL,692650.0,5817
1225,2017,2,KADHAL KAN KATTUTHE,82980.0,741
1226,2017,2,KANAVU VARIYAM,50520.0,443
1227,2017,2,KHAIDI NO 150,5290.0,45
1228,2017,2,KODITTA IDANGALAI NIRAPPUGA,74050.0,629
1229,2017,2,KUNG FU YOGA,292220.0,2492
1230,2017,2,LA LA LAND,345790.0,2910
1231,2017,2,LION,109860.0,932
1232,2017,2,LIVE BY NIGHT,4720.0,43
1233,2017,2,MUNTHIRIVALLIKAL THALLIRKKUMBOL,26530.0,222
1234,2017,2,MUTHURAAMALINGAM,85950.0,763
1235,2017,2,NENU LOCAL,350980.0,2989
1236,2017,2,OK JAANU,75470.0,639
1237,2017,2,OM NAMO VENKATESAYA,113630.0,968
1238,2017,2,PAGADI AATTAM,65910.0,574
1239,2017,2,PASSENGERS,7800.0,65
1240,2017,2,PRAGAMIYAM,23330.0,199
1241,2017,2,RAEES,459840.0,3868
1242,2017,2,RANGOON,308780.0,2663
1243,2017,2,RESIDENT EVIL THE FINAL CHAPTER,214060.0,1815
1244,2017,2,RINGS,297400.0,2548
1245,2017,2,RUM,82560.0,732
1246,2017,2,RUNNING SHAADI,37250.0,326
1247,2017,2,SHATAMANAM BHAVATHI,9840.0,82
1248,2017,2,SI III,2434340.0,21127
1249,2017,2,SPLIT,194300.0,1643
1250,2017,2,THE FOUNDER,187920.0,1577
1251,2017,2,THE GREAT WALL,346970.0,2918
1252,2017,2,THE LEGO BATMAN MOVIE,330050.0,2755
1253,2017,2,THE SPACE BETWEEN US,120640.0,1020
1254,2017,2,WINNER,67510.0,591
1255,2017,2,XXX RETURN OF XANDER CAGE,83060.0,694
1256,2017,2,YAMAN,177290.0,1603
1257,2017,3,1 AM,38790.0,337
1258,2017,3,A DOGS PURPOSE,11880.0,99
1259,2017,3,ABY,57990.0,497
1260,2017,3,ALAMARA,65110.0,571
1261,2017,3,ANAARKALI OF AARAH,66130.0,589
1262,2017,3,ANGAMALY DIARIES,296700.0,2533
1263,2017,3,ATHEY KANGAL,83840.0,706
1264,2017,3,ATTU,11270.0,104
1265,2017,3,BAASHHA,72770.0,655
1266,2017,3,BADRINATH KI DULHANIA,974150.0,8287
1267,2017,3,BEAUTY AND THE BEAST,705850.0,5942
1268,2017,3,BEFORE I FALL,86590.0,739
1269,2017,3,BLIND DATE,31850.0,270
1270,2017,3,BOGAN,64190.0,545
1271,2017,3,BRUCE LEE,56550.0,507
1272,2017,3,C/O SAIRA BANU,40540.0,347
1273,2017,3,CHIPS,58980.0,497
1274,2017,3,DANGAL,90900.0,763
1275,2017,3,DHAYAM,46040.0,413
1276,2017,3,DHURUVANGAL PATHINAARU,410920.0,3450
1277,2017,3,DORA,59840.0,528
1278,2017,3,ENGITTA MODHATHE,78490.0,699
1279,2017,3,EZRA,18030.0,153
1280,2017,3,GHAZI,354240.0,3040
1281,2017,3,GUARDIANS THE SUPERHEROES,67730.0,591
1282,2017,3,GUNTURODU,42000.0,361
1283,2017,3,GURU,9740.0,83
1284,2017,3,HEBBULI,1560.0,13
1285,2017,3,HIDDEN FIGURES,202600.0,1703
1286,2017,3,HONEYBEE 2 CELEBRATIONS,34600.0,303
1287,2017,3,IVAN YARENDRU THERIKIRATHA,12480.0,104
1288,2017,3,JACKIE,13680.0,114
1289,2017,3,JOHN WICK CHAPTER 2,58620.0,494
1290,2017,3,JOLLY LLB 2,38660.0,324
1291,2017,3,KADUGU,141760.0,1251
1292,2017,3,KANAVU VARIYAM,84460.0,724
1293,2017,3,KANNA PINNA,82940.0,704
1294,2017,3,KATAMARAYUDU,160270.0,1375
1295,2017,3,KATTAPPAVA KANOM,201020.0,1765
1296,2017,3,KAVAN,59800.0,535
1297,2017,3,KITTU VUNNADU JAGRTHA,57820.0,502
1298,2017,3,KONG SKULL ISLAND,1511490.0,12725
1299,2017,3,KUTTRAM 23,1284850.0,11082
1300,2017,3,LA LA LAND,448800.0,3773
1301,2017,3,LIFE,241810.0,2038
1302,2017,3,LION,551680.0,4634
1303,2017,3,LOGAN,1252970.0,10622
1304,2017,3,MAANAGARAM,1411820.0,12253
1305,2017,3,MACHINE,46440.0,420
1306,2017,3,MOTTA SIVA KETTA SIVA,1036540.0,9087
1307,2017,3,MUPPARIMANAM,97120.0,857
1308,2017,3,NAALU PERUKKU NALLATHUNA ETHUVUME THAPPILA,6740.0,58
1309,2017,3,NAAM SHABANA,33360.0,289
1310,2017,3,NISABDHAM,66940.0,567
1311,2017,3,ORU MEXICAN APARATHA,147210.0,1268
1312,2017,3,PAAMBHU SATTAI,44240.0,398
1313,2017,3,PATRIOTS DAY,48650.0,410
1314,2017,3,PHILLAURI,199560.0,1707
1315,2017,3,POORNA,5160.0,43
1316,2017,3,POWER RANGERS,23190.0,196
1317,2017,3,RANGOON,152880.0,1318
1318,2017,3,RINGS,20290.0,170
1319,2017,3,SI III,372390.0,3150
1320,2017,3,SPLIT,404250.0,3400
1321,2017,3,TAKE OFF,154160.0,1325
1322,2017,3,THE BLACK MONEY TRAIL COMMANDO 2,273980.0,2395
1323,2017,3,THE BOSS BABY,11880.0,99
1324,2017,3,THE GREAT FATHER,11930.0,104
1325,2017,3,THE GREAT WALL,19080.0,159
1326,2017,3,THE LEGO BATMAN MOVIE,265010.0,2213
1327,2017,3,TRAPPED,170770.0,1446
1328,2017,3,VAIGAI EXPRESS,61480.0,549
1329,2017,3,WINNER,10470.0,101
1330,2017,3,YAAKKAI,16580.0,140
1331,2017,3,YAMAN,288650.0,2498
1332,2017,4,1971 BEYOND BORDERS,41230.0,350
1333,2017,4,8 THOTTAKKAL,324350.0,2790
1334,2017,4,A DOGS PURPOSE,367190.0,3092
1335,2017,4,AFTERMATH,72570.0,624
1336,2017,4,ANGAMALY DIARIES,142490.0,1214
1337,2017,4,ATTU,51260.0,473
1338,2017,4,BAAHUBALI 2 TAMIL,1261710.0,11034
1339,2017,4,BAAHUBALI 2 TELUGU,229890.0,1968
1340,2017,4,BADRINATH KI DULHANIA,128840.0,1081
1341,2017,4,BEAUTY AND THE BEAST,540520.0,4519
1342,2017,4,BEGUM JAAN,261310.0,2228
1343,2017,4,BLIND DATE,24000.0,200
1344,2017,4,BLUE MOUNTAINS,31340.0,274
1345,2017,4,COLOSSAL,44110.0,374
1346,2017,4,DHURUVANGAL PATHINAARU,68080.0,571
1347,2017,4,DORA,689120.0,5959
1348,2017,4,FAST AND  FURIOUS 8,1430060.0,12161
1349,2017,4,GEORGETTANS POORAM,11300.0,96
1350,2017,4,GHAZI,46860.0,396
1351,2017,4,GHOST IN THE SHELL,87660.0,736
1352,2017,4,GOING IN STYLE,88240.0,739
1353,2017,4,GURU,49800.0,437
1354,2017,4,JULIEUM 4 PERUM,20560.0,175
1355,2017,4,KAATRUVELIYIDAI,2545320.0,21643
1356,2017,4,KADAMBAN,624650.0,5432
1357,2017,4,KADUGU,72580.0,625
1358,2017,4,KAVAN,1681870.0,14528
1359,2017,4,KONG SKULL ISLAND,118070.0,994
1360,2017,4,KUTTRAM 23,71850.0,618
1361,2017,4,LA LA LAND,57860.0,484
1362,2017,4,LIFE,138560.0,1173
1363,2017,4,LION,60280.0,506
1364,2017,4,MAANAGARAM,520980.0,4435
1365,2017,4,MAATR,50700.0,439
1366,2017,4,MISTER,101260.0,864
1367,2017,4,MOTTA SIVA KETTA SIVA,64930.0,553
1368,2017,4,NAALU PERUKKU NALLATHUNA ETHUVUME THAPPILA,19800.0,176
1369,2017,4,NAAM SHABANA,444620.0,3762
1370,2017,4,NOOR,223840.0,1913
1371,2017,4,PA PANDI,1101740.0,9590
1372,2017,4,PHILLAURI,68830.0,580
1373,2017,4,POORNA,102570.0,874
1374,2017,4,POWER RANGERS,113070.0,956
1375,2017,4,PUTHANPANAM,34350.0,289
1376,2017,4,RAILROAD TIGERS,71950.0,628
1377,2017,4,RAKSHADHIKARI BAIJU OPPU,76450.0,649
1378,2017,4,SAKHAVU,265700.0,2260
1379,2017,4,SENJITTALE EN KADHALA,30400.0,257
1380,2017,4,SIVALINGA,920350.0,8116
1381,2017,4,SMURFS THE LOST VILLAGE,356800.0,2988
1382,2017,4,SONATA,16830.0,143
1383,2017,4,SPLIT,108440.0,911
1384,2017,4,TAKE OFF,162180.0,1379
1385,2017,4,THE BOSS BABY,614080.0,5165
1386,2017,4,THE GREAT FATHER,94110.0,809
1387,2017,4,THE ZOOKEEPERS WIFE,99980.0,857
1388,2017,4,UNFORGETTABLE,94840.0,805
1389,2017,4,VIRUTHACHALAM,24520.0,208
1390,2017,5,8 THOTTAKKAL,131370.0,1137
1391,2017,5,A DOGS PURPOSE,129430.0,1107
1392,2017,5,ACHAYANS,75240.0,638
1393,2017,5,ALIEN COVENANT,166260.0,1435
1394,2017,5,BAAHUBALI 2 HINDI,939610.0,7963
1395,2017,5,BAAHUBALI 2 TAMIL,7528530.0,64707
1396,2017,5,BAAHUBALI 2 TELUGU,804770.0,6821
1397,2017,5,BEAUTY AND THE BEAST,129640.0,1095
1398,2017,5,BLIND DATE,29760.0,248
1399,2017,5,BRINDHAAVANAM,141030.0,1244
1400,2017,5,COMRADE IN AMERICA,83270.0,715
1401,2017,5,EVERYTHING EVERYTHING,86250.0,727
1402,2017,5,FAST AND  FURIOUS 8,377420.0,3180
1403,2017,5,GODHA,22770.0,198
1404,2017,5,GUARDIANS OF THE GALAXY VOL 2,717660.0,6041
1405,2017,5,HALF GIRLFRIEND,550260.0,4657
1406,2017,5,HINDI MEDIUM,193240.0,1636
1407,2017,5,INAYATHALAM,80810.0,711
1408,2017,5,KADAMBAN,47400.0,406
1409,2017,5,KAVAN,130230.0,1099
1410,2017,5,KESHAVA,23790.0,201
1411,2017,5,KING ARTHUR LEGEND OF THE SWORD,308000.0,2585
1412,2017,5,LENS,237940.0,2047
1413,2017,5,MAANAGARAM,47500.0,405
1414,2017,5,MERI PYAARI BINDU,242890.0,2058
1415,2017,5,PA PANDI,498460.0,4213
1416,2017,5,PIRATES OF THE CARIBBEAN SALAZARS REVENGE,535820.0,4555
1417,2017,5,RADHA,81790.0,699
1418,2017,5,RAMANTE EDANTHOTTAM,60560.0,512
1419,2017,5,RARANDOI VEDUKA CHUDHAM,93070.0,815
1420,2017,5,SACHIN A BILLION DREAMS,487500.0,4167
1421,2017,5,SAKHAVU,46650.0,397
1422,2017,5,SANGILI BUNGILI KADHAVA THORAE,1204790.0,10556
1423,2017,5,SARAVANAN IRUKKA BAYAMAEN,859140.0,7517
1424,2017,5,SARKAR 3,186190.0,1602
1425,2017,5,SIVALINGA,47200.0,408
1426,2017,5,SMURFS THE LOST VILLAGE,199900.0,1675
1427,2017,5,THE BOSS BABY,367230.0,3096
1428,2017,5,THE CIRCLE,151750.0,1282
1429,2017,5,THONDAN,166820.0,1480
1430,2017,5,YEIDHAVAN,82790.0,711
1431,2017,6,7 NAATKKAL,105520.0,927
1432,2017,6,ADHAGAPPATTATHU MAGAJANANGALAY,6770.0,61
1433,2017,6,ALL EYEZ ON ME,29020.0,262
1434,2017,6,AMI TUMI,58080.0,484
1435,2017,6,ANBANAVAN ASARATHVAN ADANGATHAVAN,504840.0,4449
1436,2017,6,ANDHAGAADU,52270.0,453
1437,2017,6,BAAHUBALI 2 HINDI,135040.0,1129
1438,2017,6,BAAHUBALI 2 TAMIL,1019020.0,8589
1439,2017,6,BAAHUBALI 2 TELUGU,102480.0,854
1440,2017,6,BABY DRIVER,62370.0,528
1441,2017,6,BACHCHE KACHCHE SACHCHE,15120.0,126
1442,2017,6,BANK CHOR,165140.0,1422
1443,2017,6,BAYWATCH,628800.0,5339
1444,2017,6,BEHEN HOGI TERI,55690.0,476
1445,2017,6,BLIND DATE,33640.0,284
1446,2017,6,BONGU,128030.0,1132
1447,2017,6,BRINDHAAVANAM,295530.0,2504
1448,2017,6,CARS 3,420540.0,3521
1449,2017,6,DESPICABLE ME 3,695980.0,5820
1450,2017,6,DUVVADA JAGANNADHAM,422080.0,3631
1451,2017,6,EK HASEENA THI EK DEEWANA THA,5540.0,48
1452,2017,6,FAST AND  FURIOUS 8,12600.0,105
1453,2017,6,GUARDIANS OF THE GALAXY VOL 2,71410.0,596
1454,2017,6,HALF GIRLFRIEND,75970.0,634
1455,2017,6,HANUMAN DA DAMDAAR,102440.0,861
1456,2017,6,HINDI MEDIUM,616020.0,5172
1457,2017,6,IVAN THANTHIRAN,39060.0,353
1458,2017,6,KING ARTHUR LEGEND OF THE SWORD,11530.0,97
1459,2017,6,LENS,149550.0,1271
1460,2017,6,MARAGATHANANAYAM,712810.0,6205
1461,2017,6,MIRROR GAME,52010.0,438
1462,2017,6,NEETHAN RAJA,14060.0,119
1463,2017,6,NINAITHATHAI MUDIPPAVAN,12050.0,116
1464,2017,6,ORU CINEMAKKARAN,240.0,2
1465,2017,6,ORU KIDAYIN KARUNAI MANU,278950.0,2422
1466,2017,6,PEECHANKAI,151650.0,1338
1467,2017,6,PIRATES OF THE CARIBBEAN SALAZARS REVENGE,546610.0,4602
1468,2017,6,RAABTA,248120.0,2130
1469,2017,6,RANGOON TAMIL,638400.0,5562
1470,2017,6,RARANDOI VEDUKA CHUDHAM,11300.0,96
1471,2017,6,SACHIN A BILLION DREAMS,360880.0,3044
1472,2017,6,SANGILI BUNGILI KADHAVA THORAE,582110.0,4971
1473,2017,6,SARAVANAN IRUKKA BAYAMAEN,165270.0,1439
1474,2017,6,SATHIRIYAN,375240.0,3259
1475,2017,6,SWEETIEE WEDS NRI,54330.0,461
1476,2017,6,THANGARATHAM,46680.0,422
1477,2017,6,THE BIG SICK,20160.0,168
1478,2017,6,THE BOSS BABY,420040.0,3515
1479,2017,6,THE CIRCLE,11760.0,98
1480,2017,6,THE MUMMY,673710.0,5694
1481,2017,6,THE WISHING TREE,5880.0,49
1482,2017,6,THONDAN,247260.0,2143
1483,2017,6,THONDIMUTHALUM DHRIKSAKSHIYUM,32280.0,280
1484,2017,6,TRANSFORMERS THE LAST KNIGHT,56640.0,483
1485,2017,6,TUBE LIGHT,34540.0,297
1486,2017,6,TUBELIGHT HINDI,792610.0,6738
1487,2017,6,URU,155270.0,1337
1488,2017,6,VANAMAGAN,704850.0,6150
1489,2017,6,WONDER WOMAN,1578020.0,13218
1490,2017,6,YAANUM THEEYAVAN,23280.0,205
1491,2017,6,YEVANAVAN,6130.0,52
1492,2017,7,ADHAGAPPATTATHU MAGAJANANGALAY,22440.0,192
1493,2017,7,ADIMAIPENN,45406.0,327
1494,2017,7,ANBANAVAN ASARATHVAN ADANGATHAVAN,23010.0,195
1495,2017,7,BAAHUBALI 2 TAMIL,354452.39999999997,2366
1496,2017,7,BAARAAT COMPANY,5600.4000000000015,42
1497,2017,7,BABY DRIVER,782550.5999999999,5429
1498,2017,7,BASHEERINTE PREMALEKHANAM,19530.799999999996,129
1499,2017,7,BERLIN SYNDROME,46717.99999999999,306
1500,2017,7,BLIND DATE,24942.199999999997,167
1501,2017,7,CARS 3,256469.59999999995,1771
1502,2017,7,DESPICABLE ME 3,515049.39999999985,3400
1503,2017,7,DUNKIRK,1151963.1999999997,7581
1504,2017,7,DUVVADA JAGANNADHAM,104102.19999999998,735
1505,2017,7,EK HASEENA THI EK DEEWANA THA,16756.0,142
1506,2017,7,ENBATHETTU 88,91084.59999999999,605
1507,2017,7,ENGEYUM NAAN IRUPEN,18290.0,155
1508,2017,7,FIDAA,380336.5999999999,2514
1509,2017,7,GEMINI GANESHANUM SURULI RAJANUM,507963.19999999995,3536
1510,2017,7,GOWTHAM NANDA,100477.79999999999,668
1511,2017,7,GUEST IIN LONDON,94380.99999999997,632
1512,2017,7,HINDI MEDIUM,132130.19999999998,936
1513,2017,7,INDU SARKAR,49057.399999999994,324
1514,2017,7,IVAN THANTHIRAN,798987.7999999999,5563
1515,2017,7,JAGGA JASOOS,484370.7999999999,3207
1516,2017,7,KOOTATHIL ORUTHAN,118554.99999999997,806
1517,2017,7,LIPSTICK UNDER MY BURKHA,301184.99999999994,2019
1518,2017,7,LOVE ICON,11224.599999999999,74
1519,2017,7,MARAGATHANANAYAM,638263.3999999999,4495
1520,2017,7,MEESAIYAH MURUKKU,700776.7999999998,4891
1521,2017,7,MOM,1170998.3999999997,7668
1522,2017,7,MUBARAKAN,313508.79999999993,2078
1523,2017,7,MUNNA MICHAEL,321105.4,2169
1524,2017,7,NIBUNAN,278948.39999999997,1877
1525,2017,7,NINNU KORI,397846.99999999994,2628
1526,2017,7,PANDIGAI,236648.99999999994,1621
1527,2017,7,PATEL SIR,40124.99999999999,264
1528,2017,7,PIRATES OF THE CARIBBEAN SALAZARS REVENGE,21004.0,178
1529,2017,7,PUYALA KILAMBI VAROM,24434.199999999997,160
1530,2017,7,RANGOON TAMIL,22774.0,193
1531,2017,7,RUBAAI,110555.79999999999,765
1532,2017,7,SAVARIKKADU,14922.799999999997,99
1533,2017,7,SHAB,42145.2,291
1534,2017,7,SHAMANTHAKAMANI,65445.39999999998,427
1535,2017,7,SPIDER MAN HOMECOMING,1289825.0,8485
1536,2017,7,THE BIG SICK,207028.99999999997,1438
1537,2017,7,THE BOSS BABY,87568.0,619
1538,2017,7,THIRI,47627.59999999999,323
1539,2017,7,THONDIMUTHALUM DHRIKSAKSHIYUM,230172.59999999995,1641
1540,2017,7,TRANSFORMERS THE LAST KNIGHT,66308.0,575
1541,2017,7,TUBELIGHT HINDI,104945.99999999999,807
1542,2017,7,VALERIAN AND THE CITY OF A THOUSAND PLANETS,47769.6,311
1543,2017,7,VANAMAGAN,515368.3999999999,3683
1544,2017,7,VIKRAM VEDHA,1581786.5999999996,10888
1545,2017,7,WAR FOR THE PLANET OF THE APES,556196.6,3670
1546,2017,7,WONDER WOMAN,326448.0,2288
1547,2017,7,YAANUM THEEYAVAN,84225.4,650
1548,2017,7,YENDHA NERATHILUM,25048.6,164
1549,2017,7,YEVANAVAN,88990.4,643
1550,2017,8,A GENTLEMAN,254195.39999999994,1702
1551,2017,8,AN INCONVENIENT SEQUEL TRUTH TO POWER,71163.99999999999,467
1552,2017,8,ANANDO BRAHMA,70348.59999999998,470
1553,2017,8,ANNABELLE CREATION,1164604.5999999996,7727
1554,2017,8,ANNABELLE CREATION PAID PREMIERE,86512.0,578
1555,2017,8,ARJUN REDDY,250449.99999999994,1673
1556,2017,8,ATOMIC BLONDE,189128.59999999998,1247
1557,2017,8,BAAHUBALI 2 TAMIL,85094.4,554
1558,2017,8,BABUMOSHAI BANDOOKBAAZ,99863.39999999998,664
1559,2017,8,BABY DRIVER,31180.799999999996,203
1560,2017,8,BAREILLY KI BARFI,350172.0,2313
1561,2017,8,BERLIN SYNDROME,18313.799999999992,122
1562,2017,8,BLIND DATE,22118.399999999998,144
1563,2017,8,BOBBY,33768.19999999998,230
1564,2017,8,CHUNKZZ,34205.39999999998,231
1565,2017,8,CLINT,77461.4,520
1566,2017,8,DESPICABLE ME 3,317219.3999999999,2068
1567,2017,8,DUNKIRK,753336.3999999999,4947
1568,2017,8,EMOJI MOVIE,168062.0,1096
1569,2017,8,FIDAA,314312.19999999995,2086
1570,2017,8,GOWTHAM NANDA,35930.2,257
1571,2017,8,GURGAON,30648.999999999996,206
1572,2017,8,INDU SARKAR,921.6,6
1573,2017,8,JAB HARRY MET SEJAL,937996.7999999998,6284
1574,2017,8,JAGGA JASOOS,112482.39999999997,736
1575,2017,8,JAYA JANAKI NAYAKA,243419.59999999995,1642
1576,2017,8,KOOTATHIL ORUTHAN,272496.99999999994,1847
1577,2017,8,LIE,85165.0,572
1578,2017,8,LIPSTICK UNDER MY BURKHA,1251471.9999999998,8251
1579,2017,8,MEESAIYAH MURUKKU,843426.3999999998,5672
1580,2017,8,MOM,115211.79999999997,751
1581,2017,8,MUBARAKAN,581894.5999999999,3865
1582,2017,8,NENE RAJU NENE MANTRI,218749.59999999998,1450
1583,2017,8,NIBUNAN,387602.6,2589
1584,2017,8,PODHUVAGA EMMANASU THANGAM,921300.5999999997,6239
1585,2017,8,QAIDI BAND,7987.200000000002,52
1586,2017,8,SATHURA ADI 3500,70950.99999999997,485
1587,2017,8,SNIFF,62207.999999999985,405
1588,2017,8,SPIDER MAN HOMECOMING,416279.5999999999,2712
1589,2017,8,THARAMANI,622868.0,4273
1590,2017,8,THE DARK TOWER,90375.59999999999,605
1591,2017,8,TOILET EK PREM KATHA,607462.7999999998,4049
1592,2017,8,VALERIAN AND THE CITY OF A THOUSAND PLANETS,34406.399999999994,224
1593,2017,8,VARNAYATHIL ASHANKA,57233.39999999999,392
1594,2017,8,VELLAI ILLA PATTADHAARI 2,2423088.9999999995,16380
1595,2017,8,VETTRI VIZHA,55732.79999999999,385
1596,2017,8,VICEROY'S HOUSE,61983.39999999998,410
1597,2017,8,VIKRAM VEDHA,1573851.3999999997,10552
1598,2017,8,VIVEGAM,3318522.399999999,22650
1599,2017,9,A GENTLEMAN,107673.19999999998,725
1600,2017,9,AARAM VETTRUMAI,23418.0,158
1601,2017,9,ADAM JOAN,83014.4,570
1602,2017,9,AMERICAN ASSASSIN,109149.99999999999,742
1603,2017,9,AMERICAN MADE,68623.59999999998,456
1604,2017,9,ANNABELLE CREATION,1087072.7999999998,7177
1605,2017,9,ARJUN REDDY,562043.9999999999,3781
1606,2017,9,AYIRATHIL IRUVAR,49824.79999999999,365
1607,2017,9,BAADSHAHO,355699.6,2469
1608,2017,9,BAREILLY KI BARFI,502637.59999999986,3313
1609,2017,9,BAYAMA IRUKKU,105757.99999999999,779
1610,2017,9,BHOOMI,133914.39999999997,942
1611,2017,9,BLIND DATE,13056.0,85
1612,2017,9,DADDY,84136.79999999999,581
1613,2017,9,DND SHOW NEWTON,14131.199999999999,92
1614,2017,9,HARA HARA MAHADEVAKI,121755.59999999998,909
1615,2017,9,HASEENA PARKAR,102769.59999999998,706
1616,2017,9,IT,1116099.9999999995,7558
1617,2017,9,JAI LAVA KUSA,472069.1999999999,3234
1618,2017,9,JUDWAA 2,131161.59999999995,913
1619,2017,9,KADHAL KASAKKUTHAYA,91214.4,616
1620,2017,9,KADHANAYAGAN,376268.0,2734
1621,2017,9,KARUPPAN,372297.99999999994,2710
1622,2017,9,KATHALO RAJAKUMARI,26454.399999999994,187
1623,2017,9,KINGSMAN THE GOLDEN CIRCLE,502765.9999999999,3408
1624,2017,9,KURANGU BOMMAI,485395.59999999986,3402
1625,2017,9,LIPSTICK UNDER MY BURKHA,75559.19999999998,503
1626,2017,9,LOGAN LUCKY,429487.9999999999,2870
1627,2017,9,LUCKNOW CENTRAL,148459.19999999995,1033
1628,2017,9,MAGALIR MATTUM,1810001.5999999999,12323
1629,2017,9,MAHANUBHAVUDU,78394.79999999999,527
1630,2017,9,MEDA MEEDA ABBAI,57682.399999999994,394
1631,2017,9,NERUPPUDA,399437.6,2907
1632,2017,9,NEWTON,356717.19999999995,2387
1633,2017,9,NJANDUKALUDE NATTIL ORIDAVELA,370730.4,2469
1634,2017,9,ONE HEART THE AR RAHMAN CONCERT FILM,222293.99999999997,1486
1635,2017,9,PAISA VASOOL,150786.79999999996,1050
1636,2017,9,PARAVA,165166.4,1127
1637,2017,9,PATEL KI PUNJABI SHAADI,88271.99999999999,619
